"ward_name"   ,"district_name" ,"province_name" ,"geometry_geojson"
"Leng Su Sìn" ,"Mường Nhé"     ,"Điện Biên"     ,"{""type"":""Polygon"",""coordinates"":[[[102.242912292,22.243553162],[102.239524841,22.243759156],[102.239479064,22.246278762],[102.238426209,22.247976304],[102.240570068,22.250696182],[102.241470337,22.255058289],[102.240455627,22.256134034],[102.240646363,22.25753975],[102.239608765,22.259578705],[102.237396241,22.259521485],[102.236946105,22.263410568],[102.2322464,22.264947892],[102.233825684,22.269311904],[102.232376098,22.269817353],[102.231010437,22.273462296],[102.230033874,22.274196625],[102.233161925,22.276988984],[102.234458923,22.282526016],[102.231445312,22.284847259],[102.230949402,22.285226822],[102.230186463,22.285215379],[102.229331971,22.285840988],[102.228706359,22.286193848],[102.228225709,22.286376954],[102.227684021,22.286502839],[102.226768493,22.286630631],[102.225410462,22.286722183],[102.224754334,22.286722183],[102.224258423,22.2874794],[102.223327637,22.286821365],[102.221054078,22.287359237],[102.219223022,22.286989212],[102.218582154,22.28709793],[102.215652465,22.287475585],[102.215530396,22.287506104],[102.215133668,22.287603379],[102.214927673,22.28779602],[102.214813233,22.287900925],[102.214569092,22.288127898],[102.214454651,22.288364411],[102.214370727,22.288646698],[102.214363099,22.288721086],[102.214271545,22.289363861],[102.214149474,22.289777756],[102.213981629,22.2900486],[102.213859558,22.290185929],[102.213539123,22.290456772],[102.213287354,22.290618897],[102.214401246,22.292751312],[102.220672607,22.300197601],[102.230300904,22.305919647],[102.232482911,22.305421829],[102.235054016,22.305841446],[102.236785888,22.308778763],[102.239875793,22.310256958],[102.240768432,22.311573029],[102.241157532,22.316305161],[102.242996216,22.319820403],[102.242996216,22.326360702],[102.246086121,22.331092834],[102.24595642,22.333164216],[102.246315002,22.333723069],[102.24937439,22.333787918],[102.250198364,22.335069658],[102.250724793,22.339113235],[102.254730224,22.340755462],[102.258544922,22.344173432],[102.260383606,22.346473695],[102.260253907,22.348314286],[102.261795044,22.348808289],[102.263015747,22.350910187],[102.267677308,22.349235534],[102.270080565,22.350254059],[102.271720887,22.347623826],[102.276451111,22.347398758],[102.277786254,22.346305847],[102.278953551,22.348144531],[102.279899598,22.346677779],[102.281860352,22.346405029],[102.285514831,22.348888398],[102.286956786,22.349086762],[102.286857604,22.347969055],[102.287498474,22.348119737],[102.291351319,22.350677491],[102.291450501,22.351795197],[102.292694092,22.351766587],[102.29335022,22.352642059],[102.293830871,22.350736619],[102.299240112,22.349750518],[102.29963684,22.351547242],[102.302330017,22.351240158],[102.30268097,22.35257721],[102.304893494,22.354022981],[102.305549622,22.353847503],[102.305534362,22.352972032],[102.30417633,22.351787566],[102.305862427,22.351547242],[102.306343079,22.353013993],[102.307220458,22.353080749],[102.308753967,22.349882127],[102.312309264,22.353166581],[102.317687989,22.354784012],[102.31842041,22.357572555],[102.320846557,22.360134125],[102.325866699,22.362581254],[102.324768066,22.36461258],[102.331794739,22.369241714],[102.334869384,22.369594573],[102.338508607,22.369029999],[102.339515686,22.37064743],[102.350532532,22.375699997],[102.352241515,22.374799729],[102.355834961,22.37491417],[102.362808228,22.378353119],[102.368553162,22.378757477],[102.372856141,22.38148117],[102.374130249,22.381233216],[102.378501893,22.382719041],[102.378730774,22.386785506],[102.380256653,22.388965606],[102.379478454,22.391416551],[102.38167572,22.391956329],[102.387123107,22.391328812],[102.392364503,22.39412117],[102.395401,22.400711059],[102.399459838,22.401985168],[102.401336671,22.399951936],[102.401535035,22.398674011],[102.405525207,22.3949852],[102.410461426,22.388357162],[102.417984008,22.389026641],[102.419258118,22.387096406],[102.421737672,22.386217117],[102.424476623,22.382543565],[102.424758911,22.376232147],[102.42627716,22.371221542],[102.432624817,22.369186402],[102.436096192,22.365999222],[102.440383911,22.366867065],[102.442810059,22.365465165],[102.440689087,22.363895416],[102.438644409,22.36359787],[102.435630798,22.361288071],[102.431297302,22.360584259],[102.427566528,22.361181259],[102.422981262,22.354452134],[102.421890259,22.350673676],[102.422279357,22.348733903],[102.421531677,22.342605591],[102.421257019,22.341751098],[102.41833496,22.339868545],[102.418746949,22.337957383],[102.415016174,22.336269379],[102.410209656,22.332134248],[102.407371521,22.331039429],[102.404182434,22.327594757],[102.401123046,22.325592041],[102.395103454,22.327352524],[102.390296936,22.32610321],[102.381973266,22.315191269],[102.378738404,22.312772751],[102.375801087,22.31212616],[102.374076843,22.309408188],[102.371147156,22.307077408],[102.367645264,22.306343079],[102.366394043,22.304660798],[102.366264343,22.302761079],[102.36200714,22.301370621],[102.346183776,22.292882919],[102.343887329,22.292793274],[102.339744567,22.290655137],[102.335334778,22.286834717],[102.334373473,22.285196306],[102.334648133,22.283557892],[102.333106994,22.280509949],[102.332298278,22.274324417],[102.329956054,22.27407837],[102.329498292,22.272277833],[102.328712463,22.271787643],[102.325210571,22.272245407],[102.325294495,22.270412445],[102.324409486,22.268920898],[102.322982789,22.267612457],[102.320922852,22.26736641],[102.321968079,22.265302659],[102.321327209,22.263633728],[102.320022583,22.263223649],[102.315696715,22.264976501],[102.314949035,22.266548157],[102.312881471,22.265647888],[102.313339233,22.267120361],[102.309135438,22.268234253],[102.307754516,22.27057457],[102.306365968,22.26843071],[102.304565429,22.268251419],[102.302909851,22.270673753],[102.299781799,22.272605896],[102.300521851,22.270441055],[102.299995422,22.269735336],[102.301101684,22.268436433],[102.300544738,22.267000198],[102.301574706,22.266336442],[102.300834656,22.264900207],[102.301574706,22.264034272],[102.301429749,22.261743547],[102.299209595,22.260375978],[102.300018311,22.258710862],[102.297943116,22.258277894],[102.295173646,22.254890443],[102.29397583,22.25451088],[102.294937135,22.252399444],[102.292137146,22.250299453],[102.291740418,22.251300812],[102.290695191,22.251039505],[102.289993286,22.24884224],[102.284332276,22.248491288],[102.282043456,22.249448776],[102.279113769,22.2495327],[102.278930665,22.250095368],[102.278045654,22.250152589],[102.277374267,22.249279023],[102.272384643,22.250349045],[102.267372131,22.250165939],[102.26435852,22.249011993],[102.262649537,22.250011444],[102.259162903,22.248758316],[102.258171082,22.24725151],[102.25843811,22.245771408],[102.257499696,22.245758058],[102.257469177,22.2465477],[102.256286621,22.246278762],[102.255966186,22.24484253],[102.253570557,22.245151519],[102.251045228,22.244462967],[102.25087738,22.243757249],[102.250343323,22.244489671],[102.251091003,22.245195389],[102.249160767,22.243869782],[102.247383117,22.245082856],[102.246383667,22.244895935],[102.245437623,22.243400575],[102.242912292,22.243553162]]]}"
"Sín Thầu"    ,"Mường Nhé"     ,"Điện Biên"     ,"{""type"":""Polygon"",""coordinates"":[[[102.145095826,22.400774002],[102.146369933,22.401885986],[102.145591737,22.405019761],[102.145812987,22.405944824],[102.148109437,22.407436371],[102.148727416,22.407836915],[102.148773193,22.408441544],[102.149971009,22.41012001],[102.1505661,22.410831451],[102.150848388,22.410923005],[102.151474,22.411903381],[102.152824401,22.414009094],[102.154541016,22.417655945],[102.153877258,22.418880463],[102.15398407,22.420455934],[102.15436554,22.421140671],[102.15397644,22.423103333],[102.153938293,22.423851013],[102.154342652,22.424699783],[102.154975891,22.425020218],[102.156616211,22.424848557],[102.158126832,22.425767898],[102.158187867,22.428424835],[102.158447266,22.428920746],[102.159027099,22.43003273],[102.160026551,22.429880143],[102.166000366,22.428972245],[102.168304444,22.430662155],[102.172286988,22.430612565],[102.175468444,22.432535172],[102.175559998,22.432518006],[102.175743102,22.43248558],[102.178894042,22.431917191],[102.179573059,22.432615281],[102.181961059,22.432819366],[102.18257904,22.433021545],[102.183013915,22.433162689],[102.183807373,22.433420181],[102.184455871,22.433614731],[102.187362671,22.434490204],[102.187789917,22.434461593],[102.188232422,22.434206008],[102.18851471,22.43441391],[102.189155578,22.434879303],[102.190383911,22.434740066],[102.191848754,22.433410646],[102.194183349,22.433818818],[102.198776244,22.431333541],[102.199058532,22.431221008],[102.199539185,22.430324554],[102.206878661,22.428348541],[102.207618713,22.428632737],[102.20792389,22.428750993],[102.208267211,22.428779602],[102.208686828,22.429042816],[102.209320068,22.429286958],[102.209205628,22.429473877],[102.208847046,22.430055619],[102.209465027,22.430612565],[102.210548401,22.430467606],[102.211166382,22.430385589],[102.212532044,22.431137085],[102.213180542,22.431493759],[102.214096069,22.430698394],[102.214492798,22.430353165],[102.216705322,22.42842102],[102.218544005,22.427742005],[102.218612671,22.427715302],[102.219284057,22.427442551],[102.220474243,22.426963806],[102.222442628,22.425491333],[102.22265625,22.425872803],[102.223495483,22.4257164],[102.224220276,22.425889969],[102.224441529,22.426202773],[102.224761964,22.426668168],[102.224891663,22.426860809],[102.225929261,22.427339554],[102.227912902,22.427200318],[102.229087829,22.426950456],[102.230003357,22.427190782],[102.231185913,22.427911758],[102.23209381,22.427978516],[102.232772827,22.428030014],[102.233734132,22.427799225],[102.233200072,22.426923752],[102.234237671,22.426168442],[102.237571717,22.42814827],[102.238777161,22.428260804],[102.239173889,22.427762986],[102.239173889,22.427679062],[102.239273072,22.427715302],[102.240020752,22.427999497],[102.240455627,22.427152633],[102.241569519,22.424976348],[102.243553162,22.424884796],[102.244247437,22.423570633],[102.245643615,22.422582626],[102.246620178,22.421886444],[102.247817992,22.422697067],[102.251235962,22.420005798],[102.251411438,22.419868469],[102.251487732,22.419790268],[102.253288268,22.417076111],[102.254074097,22.416906357],[102.256637573,22.416347504],[102.259140015,22.414876938],[102.260147095,22.414131165],[102.262123107,22.413999559],[102.262512208,22.414182663],[102.263755799,22.410398483],[102.268241882,22.410211564],[102.269798279,22.408815384],[102.273612976,22.407903671],[102.275588989,22.406961442],[102.278167724,22.404159545],[102.286415101,22.406854629],[102.293815613,22.4061203],[102.294868469,22.40383339],[102.294303893,22.399396897],[102.297065735,22.397254944],[102.306999207,22.396551132],[102.30896759,22.394449235],[102.309005737,22.39247322],[102.310859681,22.388734818],[102.309120177,22.384830475],[102.310752869,22.381193162],[102.312347413,22.380771637],[102.317131042,22.376739503],[102.315483093,22.372703552],[102.316871643,22.369089127],[102.319084167,22.368654252],[102.322967529,22.369350434],[102.325485229,22.374231338],[102.327674866,22.373382568],[102.330230714,22.370315552],[102.334869384,22.369594573],[102.331794739,22.369241714],[102.324768066,22.36461258],[102.325866699,22.362581254],[102.320846557,22.360134125],[102.31842041,22.357572555],[102.317687989,22.354784012],[102.312309264,22.353166581],[102.308753967,22.349882127],[102.307220458,22.353080749],[102.306343079,22.353013993],[102.305862427,22.351547242],[102.30417633,22.351787566],[102.305534362,22.352972032],[102.305549622,22.353847503],[102.304893494,22.354022981],[102.30268097,22.35257721],[102.302330017,22.351240158],[102.29963684,22.351547242],[102.299240112,22.349750518],[102.293830871,22.350736619],[102.29335022,22.352642059],[102.292694092,22.351766587],[102.291450501,22.351795197],[102.291351319,22.350677491],[102.287498474,22.348119737],[102.286857604,22.347969055],[102.286956786,22.349086762],[102.285514831,22.348888398],[102.281860352,22.346405029],[102.279899598,22.346677779],[102.278953551,22.348144531],[102.277786254,22.346305847],[102.276451111,22.347398758],[102.271720887,22.347623826],[102.270080565,22.350254059],[102.267677308,22.349235534],[102.263015747,22.350910187],[102.261795044,22.348808289],[102.260253907,22.348314286],[102.260383606,22.346473695],[102.258544922,22.344173432],[102.254730224,22.340755462],[102.250724793,22.339113235],[102.250198364,22.335069658],[102.24937439,22.333787918],[102.246315002,22.333723069],[102.24595642,22.333164216],[102.246086121,22.331092834],[102.242996216,22.326360702],[102.242996216,22.319820403],[102.241157532,22.316305161],[102.240768432,22.311573029],[102.239875793,22.310256958],[102.236785888,22.308778763],[102.235054016,22.305841446],[102.232482911,22.305421829],[102.230300904,22.305919647],[102.220672607,22.300197601],[102.214401246,22.292751312],[102.213287354,22.290618897],[102.213150025,22.290704727],[102.212722778,22.29089737],[102.212287902,22.291036607],[102.21207428,22.291088104],[102.211044311,22.291334153],[102.210556031,22.291475295],[102.210128784,22.291639328],[102.209732055,22.291860581],[102.209526063,22.29200554],[102.209098815,22.292373657],[102.206390381,22.294992447],[102.205406189,22.295890809],[102.204727173,22.296445848],[102.204627991,22.296518326],[102.203826903,22.297073365],[102.203544617,22.297269822],[102.202552796,22.29767418],[102.201797485,22.297927857],[102.201065064,22.298120499],[102.199501038,22.298454285],[102.198989869,22.298591614],[102.198516847,22.298772812],[102.197845458,22.299133301],[102.19745636,22.299406052],[102.19693756,22.299860001],[102.195037841,22.30188942],[102.194610596,22.302257538],[102.194335938,22.302434921],[102.19405365,22.302560807],[102.193748474,22.302648544],[102.193077087,22.302753449],[102.192535401,22.302783967],[102.190757751,22.302772522],[102.189910889,22.302732468],[102.189331054,22.302875519],[102.188720703,22.303020478],[102.188087463,22.303245544],[102.187477112,22.303533555],[102.186073304,22.304363251],[102.185508727,22.304653168],[102.184913635,22.304895401],[102.18460083,22.304996491],[102.183105469,22.305360793],[102.182678222,22.305494309],[102.182350159,22.305664062],[102.182075501,22.305904389],[102.181854248,22.306226731],[102.181755066,22.306415558],[102.181610107,22.306837082],[102.181518555,22.307344436],[102.18145752,22.307998657],[102.181419373,22.309328079],[102.181427001,22.311000825],[102.181480408,22.312240601],[102.181610107,22.313528061],[102.181716919,22.314176559],[102.181983947,22.315448761],[102.182151795,22.316062927],[102.182533265,22.317216874],[102.18295288,22.318283081],[102.183410644,22.319309234],[102.183883666,22.320327759],[102.184394837,22.321306228],[102.184951781,22.322193147],[102.185539246,22.3229599],[102.186126709,22.323583602],[102.186401367,22.323835374],[102.186927796,22.324241638],[102.187423707,22.324543],[102.187927246,22.324779511],[102.188446045,22.324972152],[102.189849853,22.325391769],[102.190132141,22.325490952],[102.190673829,22.325725555],[102.191177368,22.325994492],[102.191612243,22.326278686],[102.191810608,22.326433183],[102.191993714,22.32657814],[102.192321777,22.32689476],[102.192634583,22.327243806],[102.19293213,22.3276577],[102.193244935,22.328174592],[102.194107055,22.329717637],[102.194488526,22.33031845],[102.195182801,22.331293106],[102.195747375,22.332010269],[102.195976258,22.332273484],[102.196243285,22.332475662],[102.196739196,22.332918167],[102.197357178,22.333496094],[102.198722839,22.33467865],[102.198936462,22.334884644],[102.199279785,22.335281373],[102.199516296,22.335647583],[102.199653625,22.33597374],[102.199699402,22.336267471],[102.199653625,22.336559295],[102.199516296,22.336874008],[102.199295043,22.337234497],[102.198989869,22.337663652],[102.198600768,22.338142394],[102.198143005,22.338619232],[102.197891235,22.338842392],[102.197334289,22.339242936],[102.196701049,22.339578629],[102.196350098,22.339719773],[102.195602418,22.339954377],[102.19443512,22.340217591],[102.193214416,22.340415956],[102.191787719,22.340587616],[102.190811158,22.340669633],[102.189971924,22.340700149],[102.189620972,22.340690614],[102.189102173,22.340644837],[102.189010621,22.34066391],[102.186813354,22.34108925],[102.183792114,22.340791703],[102.181816102,22.339488983],[102.180496215,22.340574266],[102.180221557,22.340841293],[102.179206847,22.34190178],[102.178253175,22.342983246],[102.1775589,22.343824388],[102.17591095,22.345939637],[102.175292969,22.346696853],[102.173255921,22.348945618],[102.172462463,22.349889755],[102.171775819,22.350828171],[102.171577454,22.351137161],[102.171249389,22.351722718],[102.17098999,22.352281572],[102.170776367,22.352823257],[102.170310975,22.354156495],[102.170143127,22.354700088],[102.170005798,22.355276107],[102.169860839,22.356222154],[102.169738771,22.35688591],[102.169532776,22.357547761],[102.1689682,22.359085083],[102.168739319,22.359901429],[102.16860962,22.360649109],[102.168586732,22.361103058],[102.16859436,22.36151886],[102.168655395,22.361904145],[102.168785096,22.362276078],[102.168998719,22.362682342],[102.16934967,22.363204956],[102.170547486,22.364782333],[102.171478272,22.365924836],[102.173446655,22.368341447],[102.174232484,22.369438171],[102.174415588,22.369722367],[102.174652099,22.370187759],[102.174728394,22.370386123],[102.174812316,22.370767593],[102.174835205,22.37117958],[102.174819946,22.371633529],[102.174728394,22.372371673],[102.174552917,22.373291016],[102.174476623,22.373659134],[102.174369813,22.373989106],[102.174079894,22.374471664],[102.173645019,22.375015259],[102.173080445,22.375598907],[102.172653198,22.375923157],[102.172203064,22.376173019],[102.171722411,22.376365663],[102.169921874,22.376913071],[102.169097901,22.377246857],[102.168655395,22.37748909],[102.168304444,22.377685547],[102.167816163,22.37802124],[102.167388916,22.378379822],[102.166854858,22.378940583],[102.166610717,22.379274369],[102.166557312,22.379337312],[102.166275024,22.379791261],[102.165634156,22.380971909],[102.16481781,22.382688522],[102.164428712,22.383390427],[102.163948059,22.384021759],[102.163566589,22.384397507],[102.163162232,22.384737015],[102.162750243,22.385042192],[102.16230774,22.385328293],[102.161476136,22.385786057],[102.160446168,22.386278152],[102.158462525,22.387088775],[102.15750885,22.387580871],[102.156921387,22.387952806],[102.156661988,22.38814354],[102.156196594,22.388544083],[102.155937194,22.388801575],[102.155715941,22.388772964],[102.151916503,22.392084122],[102.151084899,22.393362045],[102.148231506,22.397680282],[102.148078918,22.39765358],[102.147850037,22.397611618],[102.147758483,22.397777559],[102.14517212,22.399242402],[102.145004272,22.399339677],[102.144584655,22.400325776],[102.145095826,22.400774002]]]}"
"Sen Thượng"  ,"Mường Nhé"     ,"Điện Biên"     ,"{""type"":""Polygon"",""coordinates"":[[[102.262512208,22.414182663],[102.263183594,22.41487503],[102.263183594,22.416332246],[102.264282226,22.416887284],[102.262702942,22.418142318],[102.26550293,22.41930771],[102.265998841,22.420362472],[102.265449523,22.421783448],[102.266937256,22.422645569],[102.267120361,22.424318315],[102.267738343,22.424642563],[102.267478943,22.425851822],[102.266990661,22.42628479],[102.266487122,22.428239823],[102.266639709,22.430799484],[102.266517638,22.431520462],[102.265480042,22.433099747],[102.265075683,22.433713913],[102.264442444,22.434680938],[102.263656617,22.43601036],[102.262496948,22.438320161],[102.260940552,22.43952942],[102.260818481,22.439567567],[102.260719299,22.439598083],[102.260704041,22.439767839],[102.2602005,22.440147399],[102.257476807,22.442186355],[102.257492065,22.444679261],[102.256660461,22.444540025],[102.255744934,22.445896149],[102.256843567,22.447713851],[102.256324768,22.449047089],[102.253036499,22.450073242],[102.251693726,22.453691484],[102.252029419,22.454051971],[102.251182557,22.453380584],[102.250679016,22.454813004],[102.250640869,22.454933167],[102.248191834,22.455503464],[102.246086121,22.455106735],[102.246627809,22.457084655],[102.246124268,22.458498002],[102.248077392,22.460000992],[102.246322632,22.463331223],[102.246795654,22.464262009],[102.245658874,22.46544075],[102.248123169,22.465990067],[102.248657226,22.464372635],[102.251190185,22.464313507],[102.251678468,22.463634492],[102.253219605,22.464242936],[102.253387451,22.465473176],[102.254798889,22.464744569],[102.257362367,22.465402603],[102.256896972,22.467567444],[102.260787965,22.466489791],[102.263549804,22.467283248],[102.263404847,22.468820573],[102.262420654,22.469480514],[102.263565063,22.470861436],[102.263908386,22.47127533],[102.263778687,22.473653794],[102.261573792,22.474594116],[102.264007568,22.477001191],[102.261375427,22.477865219],[102.260864258,22.47868538],[102.262931823,22.478816986],[102.263481141,22.479652405],[102.266777038,22.4789505],[102.269760133,22.480619431],[102.269752502,22.482599258],[102.270355225,22.481422424],[102.270950318,22.481615067],[102.271141052,22.481676103],[102.270851136,22.483110428],[102.27167511,22.484464646],[102.270759582,22.485658647],[102.270980835,22.485990525],[102.271636963,22.487689972],[102.271926879,22.490600586],[102.272460937,22.491451263],[102.272636413,22.492139816],[102.275421143,22.493562699],[102.276268005,22.493337632],[102.277915955,22.497133255],[102.280143737,22.4998703],[102.279678345,22.500768662],[102.280555726,22.502260207],[102.282546997,22.502447128],[102.28351593,22.503465653],[102.288223266,22.504154206],[102.288612366,22.505285264],[102.287712097,22.506622314],[102.28868866,22.506498336],[102.289855957,22.507768631],[102.289161682,22.508176804],[102.292358399,22.509595871],[102.293876648,22.511814117],[102.292732239,22.514410019],[102.294097901,22.51602745],[102.293289185,22.516855241],[102.293922425,22.517885209],[102.295677185,22.518119813],[102.296798707,22.519924165],[102.297157287,22.521205902],[102.296035766,22.52146721],[102.296737672,22.522882461],[102.299949645,22.524086],[102.300796509,22.525617599],[102.299804688,22.529605866],[102.301261901,22.532028199],[102.30406189,22.535032273],[102.306854248,22.536073684],[102.307411194,22.535037995],[102.308265687,22.535320282],[102.307991027,22.536169051],[102.30960846,22.538198471],[102.311035157,22.538822175],[102.31111145,22.540851593],[102.314865112,22.541728974],[102.315757751,22.542293548],[102.315757751,22.543224334],[102.317481994,22.543125152],[102.317939758,22.543949128],[102.317230225,22.545097352],[102.32183075,22.54728508],[102.322555542,22.546455383],[102.324081421,22.546669006],[102.32219696,22.543190003],[102.324043274,22.542863845],[102.325080872,22.543682098],[102.327468872,22.539012909],[102.32951355,22.5383358],[102.328895569,22.536556244],[102.330543518,22.534923553],[102.330642701,22.533823014],[102.334030152,22.533353807],[102.33468628,22.531526566],[102.336578369,22.530313492],[102.336639404,22.52910614],[102.337989807,22.528799058],[102.339393616,22.527366639],[102.342964173,22.528242112],[102.340797424,22.524040223],[102.339508056,22.524036408],[102.337776185,22.522167205],[102.339469909,22.520835877],[102.338615417,22.520011902],[102.338882447,22.517583848],[102.340408326,22.515829086],[102.34160614,22.515531539],[102.341629028,22.514150619],[102.344001769,22.511085511],[102.343147279,22.509283066],[102.344558715,22.507457733],[102.346359252,22.50737381],[102.344970702,22.505550384],[102.348518371,22.504995346],[102.34701538,22.50156784],[102.347679139,22.498994827],[102.349060059,22.498214723],[102.346809388,22.496023178],[102.347793579,22.493875504],[102.347389221,22.489549637],[102.357345582,22.490276336],[102.358627319,22.488157272],[102.359069825,22.48359871],[102.361007691,22.477142335],[102.363800049,22.475852967],[102.365592956,22.475852967],[102.366706848,22.474689483],[102.368530273,22.474662781],[102.368682861,22.47377777],[102.371017455,22.474157333],[102.370857238,22.471982956],[102.371376037,22.471784592],[102.374412537,22.472183228],[102.379356384,22.470148087],[102.381950378,22.470306397],[102.384628295,22.469110489],[102.386817933,22.467481613],[102.386924743,22.465311051],[102.389343261,22.462141037],[102.393882751,22.460109712],[102.394966125,22.45882988],[102.394630432,22.457357406],[102.392349242,22.458301545],[102.392349242,22.455465317],[102.390792847,22.454547882],[102.39315796,22.452495575],[102.39363861,22.449569703],[102.391586304,22.446435929],[102.391029358,22.440626144],[102.394035339,22.438339234],[102.394615173,22.436023713],[102.396530151,22.433475494],[102.396438599,22.431072236],[102.395370484,22.428627014],[102.396812439,22.429075241],[102.396873474,22.426059724],[102.395729065,22.424512864],[102.396934509,22.422868729],[102.39806366,22.418592454],[102.39730835,22.417882919],[102.396026612,22.418037415],[102.391304016,22.421672821],[102.390594482,22.417638779],[102.392211913,22.415533066],[102.390289306,22.414381027],[102.389442444,22.412431718],[102.387702942,22.411966324],[102.388900758,22.408910751],[102.391273499,22.407064439],[102.395401,22.400711059],[102.392364503,22.39412117],[102.387123107,22.391328812],[102.38167572,22.391956329],[102.379478454,22.391416551],[102.380256653,22.388965606],[102.378730774,22.386785506],[102.378501893,22.382719041],[102.374130249,22.381233216],[102.372856141,22.38148117],[102.368553162,22.378757477],[102.362808228,22.378353119],[102.355834961,22.37491417],[102.352241515,22.374799729],[102.350532532,22.375699997],[102.339515686,22.37064743],[102.338508607,22.369029999],[102.334869384,22.369594573],[102.330230714,22.370315552],[102.327674866,22.373382568],[102.325485229,22.374231338],[102.322967529,22.369350434],[102.319084167,22.368654252],[102.316871643,22.369089127],[102.315483093,22.372703552],[102.317131042,22.376739503],[102.312347413,22.380771637],[102.310752869,22.381193162],[102.309120177,22.384830475],[102.310859681,22.388734818],[102.309005737,22.39247322],[102.30896759,22.394449235],[102.306999207,22.396551132],[102.297065735,22.397254944],[102.294303893,22.399396897],[102.294868469,22.40383339],[102.293815613,22.4061203],[102.286415101,22.406854629],[102.278167724,22.404159545],[102.275588989,22.406961442],[102.273612976,22.407903671],[102.269798279,22.408815384],[102.268241882,22.410211564],[102.263755799,22.410398483],[102.262512208,22.414182663]]]}"
